uni_const_code,n_indnota_pre,n_indnota_post
1|28|120,,3
1|28|121,1,3
1|28|122,1,1
1|28|123,1,1
1|28|124,2,4
1|28|125,3,3
1|28|126,1,2
1|28|127,2,2
1|28|128,2,3
1|28|129,2,3
1|28|13,1,6
1|28|130,3,5
1|28|131,7,3
1|28|132,3,2
1|28|133,2,2
1|28|134,1,5
1|28|135,,2
1|28|136,4,4
1|28|137,,3
1|28|138,4,3
1|28|139,3,4
1|28|14,1,3
1|28|140,7,10
1|28|141,3,9
1|28|142,6,7
1|28|143,5,3
1|28|144,3,7
1|28|145,2,4
1|28|146,2,3
1|28|147,2,5
1|28|148,3,5
1|28|149,4,5
1|28|15,6,3
1|28|150,1,3
1|28|151,1,5
1|28|152,3,3
1|28|153,2,6
1|28|154,1,2
1|28|155,5,5
1|28|156,5,6
1|28|157,6,9
1|28|158,5,6
1|28|159,11,7
1|28|16,1,4
1|28|160,8,6
1|28|161,3,9
1|28|162,4,5
1|28|163,2,5
1|28|164,3,4
1|28|165,3,5
1|28|166,3,7
1|28|167,8,5
1|28|168,3,4
1|28|169,1,9
1|28|17,2,12
1|28|170,2,4
1|28|171,5,5
1|28|172,4,8
1|28|173,6,5
1|28|174,4,6
1|28|175,2,6
1|28|176,4,6
1|28|177,5,3
1|28|178,4,4
1|28|179,3,1
1|28|18,1,6
1|28|180,1,8
1|28|181,6,8
1|28|182,1,5
1|28|183,4,2
1|28|184,1,8
1|28|185,3,3
1|28|186,1,3
1|28|187,5,7
1|28|188,6,14
1|28|189,5,5
1|28|19,,7
1|28|190,6,4
1|28|191,3,6
1|28|192,2,5
1|28|193,,3
1|28|194,2,4
1|28|195,2,8
1|28|196,5,4
1|28|197,5,9
1|28|198,9,10
1|28|199,3,6
1|28|2,3,7
1|28|20,4,4
1|28|200,6,13
1|28|201,5,6
1|28|202,7,2
1|28|203,10,9
1|28|204,3,3
1|28|205,,2
1|28|206,7,13
1|28|207,7,5
1|28|208,4,3
1|28|209,7,6
1|28|21,1,5
1|28|210,7,2
1|28|211,6,6
1|28|212,6,3
1|28|213,10,8
1|28|214,7,9
1|28|215,7,6
1|28|216,5,7
1|28|217,2,7
1|28|218,7,6
1|28|219,8,14
1|28|22,1,5
1|28|220,16,7
1|28|221,9,7
1|28|222,8,7
1|28|223,2,9
1|28|224,5,6
1|28|225,8,12
1|28|226,7,7
1|28|227,17,8
1|28|228,4,7
1|28|229,8,8
1|28|23,7,17
1|28|230,8,7
1|28|231,6,8
1|28|232,10,13
1|28|233,4,7
1|28|234,6,3
1|28|235,4,5
1|28|236,3,10
1|28|237,3,5
1|28|238,4,5
1|28|239,2,8
1|28|24,4,5
1|28|240,3,4
1|28|241,2,6
1|28|242,7,7
1|28|243,6,5
1|28|244,3,8
1|28|245,4,3
1|28|246,5,12
1|28|247,4,6
1|28|248,,4
1|28|249,2,4
1|28|25,3,4
1|28|250,2,2
1|28|251,4,4
1|28|252,5,5
1|28|253,4,4
1|28|254,4,4
1|28|255,10,6
1|28|256,8,23
1|28|257,9,6
1|28|258,10,6
1|28|259,8,3
1|28|26,9,3
1|28|260,6,5
1|28|261,7,5
1|28|262,2,6
1|28|263,3,3
1|28|264,1,2
1|28|265,5,3
1|28|266,6,4
1|28|267,1,6
1|28|268,6,6
1|28|269,1,11
1|28|27,5,7
1|28|270,9,7
1|28|271,5,7
1|28|272,8,9
1|28|273,1,2
1|28|274,12,7
1|28|275,1,5
1|28|276,7,3
1|28|277,6,4
1|28|278,6,7
1|28|279,17,8
1|28|28,2,3
1|28|280,9,8
1|28|281,5,6
1|28|282,2,8
1|28|283,7,10
1|28|284,4,5
1|28|285,6,8
1|28|286,9,21
1|28|287,7,6
1|28|288,3,7
1|28|289,3,6
1|28|29,8,4
1|28|290,3,8
1|28|291,2,8
1|28|292,4,2
1|28|293,5,4
1|28|294,2,3
1|28|3,4,14
1|28|30,5,7
1|28|31,4,2
1|28|32,7,7
1|28|33,3,5
1|28|34,5,4
1|28|35,1,2
1|28|36,3,2
1|28|37,,3
1|28|38,7,5
1|28|39,13,7
1|28|4,6,7
1|28|40,4,9
1|28|41,4,6
1|28|42,3,4
1|28|43,4,11
1|28|44,8,9
1|28|45,6,10
1|28|46,6,18
1|28|47,10,13
1|28|48,4,16
1|28|49,11,17
1|28|5,4,3
1|28|50,8,10
1|28|51,9,9
1|28|52,9,9
1|28|53,3,7
1|28|54,7,4
1|28|55,3,5
1|28|56,9,3
1|28|57,9,9
1|28|58,5,6
1|28|59,5,15
1|28|6,5,3
1|28|60,8,13
1|28|61,4,5
1|28|62,5,5
1|28|63,12,12
1|28|64,4,5
1|28|65,11,7
1|28|66,4,4
1|28|67,6,11
1|28|68,5,7
1|28|69,4,3
1|28|7,10,5
1|28|70,8,12
1|28|71,1,3
1|28|72,4,4
1|28|73,3,4
1|28|74,8,9
1|28|75,3,3
1|28|76,7,5
1|28|77,8,9
1|28|78,3,7
1|28|79,7,9
1|28|8,3,1
1|28|80,10,6
1|28|81,5,9
1|28|82,2,1
1|28|83,1,5
1|28|84,3,10
1|28|85,6,7
1|28|86,2,3
1|28|87,11,5
1|28|88,6,3
1|28|89,7,3
1|28|9,2,2
1|28|90,6,10
1|28|91,9,9
1|28|92,5,8
1|28|93,6,14
1|28|94,3,3
1|28|95,8,4
1|28|96,6,8
1|28|97,10,8
1|28|98,5,9
1|28|99,2,4
1|29|1,4,5
1|29|10,2,2
1|29|100,8,4
1|29|101,4.5,7
1|29|102,4.5,11
1|29|103,4,7
1|29|104,4.5,6
1|29|105,5,6
1|29|106,6.5,6
1|29|107,4,3
1|29|108,6.5,4
1|29|109,3,4
1|29|11,6.5,5
1|29|110,3,6
1|29|111,3.5,3
1|29|112,5,10
1|29|113,6,13
1|29|114,2,5
1|29|115,5.5,6
1|29|116,3,4
1|29|117,2,4
1|29|118,4.5,5
1|29|119,3,1
1|29|12,3.5,8
1|29|120,3,3
1|29|121,4.5,1
1|29|122,4,4
1|29|123,2.5,4
1|29|124,2.5,5
1|29|125,5,14
1|29|126,8.5,7
1|29|127,2.5,7
1|29|128,2,5
1|29|129,4,11
1|29|13,4.5,7
1|29|130,3.5,9
1|29|131,2,5
1|29|132,6,4
1|29|133,6,8
1|29|134,5,8
1|29|135,4.5,8
1|29|136,4.5,11
1|29|137,6,6
1|29|138,13.5,10
1|29|139,5.5,5
1|29|14,11.5,8
1|29|140,11.5,7
1|29|141,7,7
1|29|142,4,8
1|29|143,6.5,13
1|29|144,3,7
1|29|145,17.5,36
1|29|146,7,6
1|29|147,8.5,6
1|29|148,7,14
1|29|149,6,6
1|29|15,3.5,5
1|29|150,5,6
1|29|151,12.5,12
1|29|152,7.5,11
1|29|153,3.5,11
1|29|154,6.5,
1|29|155,7.5,9
1|29|156,5,4
1|29|157,5,5
1|29|158,9.5,14
1|29|159,4.5,5
1|29|16,1.5,4
1|29|160,5,6
1|29|161,2,4
1|29|162,7,6
1|29|163,7.5,11
1|29|164,6.5,5
1|29|165,10,6
1|29|166,3,9
1|29|167,8,5
1|29|168,11.5,12
1|29|169,9.5,20
1|29|17,2.5,3
1|29|170,7.5,6
1|29|171,9.5,9
1|29|172,3.5,6
1|29|173,8.5,
1|29|174,5,6
1|29|175,2.5,12
1|29|176,6.5,8
1|29|177,2,5
1|29|178,7,9
1|29|179,4,5
1|29|18,3,7
1|29|180,2.5,6
1|29|181,5,4
1|29|182,7.5,6
1|29|183,5.5,10
1|29|184,7.5,7
1|29|185,4,7
1|29|186,5.5,6
1|29|187,4.5,7
1|29|188,4,7
1|29|189,7.5,9
1|29|19,1,2
1|29|190,3,6
1|29|191,4.5,6
1|29|192,3,7
1|29|193,2,1
1|29|194,1.5,1
1|29|195,2.5,3
1|29|196,3.5,5
1|29|197,4.5,4
1|29|198,2.5,1
1|29|199,2.5,4
1|29|2,3.5,6
1|29|20,1.5,2
1|29|200,1,3
1|29|201,1,3
1|29|202,2,2
1|29|203,3.5,5
1|29|204,5.5,1
1|29|205,1,2
1|29|206,1.5,5
1|29|207,4,4
1|29|208,6.5,6
1|29|209,3,3
1|29|21,2.5,13
1|29|210,1.5,3
1|29|211,1,4
1|29|212,8,9
1|29|213,7,2
1|29|214,3.5,5
1|29|215,5.5,10
1|29|216,8,11
1|29|217,8,8
1|29|218,7.5,7
1|29|219,11,13
1|29|22,5,7
1|29|220,9,5
1|29|221,5.5,8
1|29|222,3,2
1|29|223,5,7
1|29|224,1.5,3
1|29|23,2,8
1|29|24,2,7
1|29|25,2,3
1|29|26,5,4
1|29|27,5,7
1|29|28,6,4
1|29|29,5.5,8
1|29|3,2,4
1|29|30,10,5
1|29|31,6.5,4
1|29|32,6.5,8
1|29|33,4.5,4
1|29|34,5,3
1|29|35,8.5,7
1|29|36,5.5,6
1|29|37,3.5,5
1|29|38,3,2
1|29|39,5.5,1
1|29|4,4,3
1|29|40,2,5
1|29|41,3,1
1|29|42,5.5,3
1|29|43,3,7
1|29|44,10.5,6
1|29|45,5,6
1|29|46,5,4
1|29|47,4.5,6
1|29|48,4,2
1|29|49,7,7
1|29|5,4,10
1|29|50,9,5
1|29|51,7,6
1|29|52,4.5,3
1|29|53,2,2
1|29|54,9,17
1|29|55,2,3
1|29|56,3,4
1|29|57,4,6
1|29|58,5,10
1|29|59,3,3
1|29|6,8.5,8
1|29|60,3.5,4
1|29|61,8.5,4
1|29|62,2.5,7
1|29|63,4,6
1|29|64,4,6
1|29|65,3.5,3
1|29|66,1,4
1|29|67,4.5,6
1|29|68,5,2
1|29|69,5,7
1|29|7,2,7
1|29|70,4,7
1|29|71,6.5,4
1|29|72,3,4
1|29|73,7.5,19
1|29|74,6.5,5
1|29|75,4,7
1|29|76,4.5,3
1|29|77,4.5,2
1|29|78,2.5,7
1|29|79,3,4
1|29|8,1.5,3
1|29|80,1.5,2
1|29|81,6,3
1|29|82,1.5,9
1|29|83,4,8
1|29|84,6,5
1|29|85,5.5,4
1|29|86,6,4
1|29|87,4,6
1|29|88,2.5,2
1|29|89,5,2
1|29|9,2,6
1|29|90,7,9
1|29|91,3,2
1|29|92,2,4
1|29|93,4,4
1|29|94,22,14
1|29|95,2.5,2
1|29|96,5,3
1|29|97,6.5,7
1|29|98,2.5,1
1|29|99,5,7
1|2|1,,2
1|2|10,8,3
1|2|11,1,7
1|2|12,1,3
1|2|13,3,2
1|2|14,,5
1|2|15,1,2
1|2|16,2,2
1|2|17,1,4
1|2|18,6,8
1|2|19,2,5
1|2|2,1,3
1|2|20,1,2
1|2|21,1,3
1|2|22,1,2
1|2|23,1,2
1|2|24,1,1
1|2|25,1,1
1|2|26,2,6
1|2|27,2,1
1|2|28,2,2
1|2|29,,3
1|2|3,3,3
1|2|30,1,4
1|2|31,1,2
1|2|32,1,4
1|2|33,3,5
1|2|34,2,1
1|2|35,3,5
1|2|36,1,2
1|2|37,3,1
1|2|38,1,3
1|2|39,2,2
1|2|4,1,1
1|2|40,,4
1|2|41,,1
1|2|42,3,2
1|2|43,,2
1|2|44,1,3
1|2|45,,3
1|2|46,1,1
1|2|47,2,2
1|2|48,2,2
1|2|49,2,3
1|2|5,2,3
1|2|50,5,2
1|2|51,,4
1|2|52,3,2
1|2|53,2,2
1|2|54,,2
1|2|55,,2
1|2|56,,1
1|2|57,,2
1|2|58,2,2
1|2|59,,1
1|2|6,1,1
1|2|60,1,2
1|2|61,2,3
1|2|62,2,4
1|2|63,1,3
1|2|64,1,2
1|2|65,1,2
1|2|66,,2
1|2|67,1,1
1|2|68,,1
1|2|7,2,4
1|2|8,5,5
1|2|9,3,2
1|30|1,1,2
1|30|10,1,2
1|30|11,1,3
1|30|12,2,2
1|30|13,5,4
1|30|14,1,5
1|30|15,3,3
1|30|16,2,4
1|30|17,,2
1|30|18,,2
1|30|19,3,1
1|30|2,3,1
1|30|20,1,2
1|30|21,2,2
1|30|22,1,3
1|30|23,,2
1|30|24,2,3
1|30|25,3,3
1|30|26,1,4
1|30|27,,3
1|30|28,3,2
1|30|29,2,2
1|30|3,1,1
1|30|30,3,2
1|30|31,2,1
1|30|32,4,3
1|30|33,2,4
1|30|34,3,3
1|30|35,2,6
1|30|36,1,1
1|30|37,,1
1|30|38,2,2
1|30|39,2,4
1|30|4,1,1
1|30|40,,2
1|30|5,1,2
1|30|6,1,3
1|30|7,6,1
1|30|8,2,1
1|30|9,2,3
1|32|1,6,4
1|32|10,3,5
1|32|100,,4
1|32|101,8,11
1|32|102,3,2
1|32|103,1,5
1|32|104,1,3
1|32|105,2,4
1|32|106,2,4
1|32|107,4,7
1|32|108,4,5
1|32|109,1,2
1|32|11,3,7
1|32|110,1,3
1|32|111,2,2
1|32|112,2,3
1|32|113,4,3
1|32|114,3,3
1|32|115,4,2
1|32|116,1,2
1|32|117,1,6
1|32|118,4,4
1|32|119,4,4
1|32|12,2,3
1|32|120,2,4
1|32|121,1,3
1|32|122,2,2
1|32|123,1,2
1|32|124,3,4
1|32|125,4,2
1|32|126,2,2
1|32|127,2,7
1|32|128,3,4
1|32|129,2,5
1|32|13,2,4
1|32|130,5,6
1|32|131,4,5
1|32|132,3,9
1|32|133,3,6
1|32|134,6,8
1|32|135,3,5
1|32|136,5,6
1|32|137,1,6
1|32|138,3,2
1|32|139,1,5
1|32|14,5,6
1|32|140,2,2
1|32|15,1,2
1|32|16,3,7
1|32|17,1,6
1|32|18,,3
1|32|19,2,5
1|32|2,3,4
1|32|20,2,7
1|32|21,4,7
1|32|22,3,5
1|32|23,4,3
1|32|24,1,3
1|32|25,,5
1|32|26,1,3
1|32|27,2,3
1|32|28,2,7
1|32|29,3,5
1|32|3,2,5
1|32|30,7,6
1|32|31,3,5
1|32|32,3,5
1|32|33,2,6
1|32|34,1,6
1|32|35,2,2
1|32|36,2,1
1|32|37,1,2
1|32|38,1,3
1|32|39,1,4
1|32|4,1,6
1|32|40,2,1
1|32|41,3,1
1|32|42,1,5
1|32|43,,5
1|32|44,,8
1|32|45,1,7
1|32|46,1,6
1|32|47,4,8
1|32|48,1,6
1|32|49,2,3
1|32|5,1,5
1|32|50,1,6
1|32|51,,4
1|32|52,3,3
1|32|53,1,1
1|32|54,1,3
1|32|55,,3
1|32|56,3,2
1|32|57,1,1
1|32|58,2,5
1|32|59,,7
1|32|6,1,1
1|32|60,,3
1|32|61,,1
1|32|62,2,2
1|32|63,3,3
1|32|64,,3
1|32|65,1,2
1|32|66,2,4
1|32|67,1,3
1|32|68,6,4
1|32|69,2,3
1|32|7,,2
1|32|70,1,2
1|32|71,3,3
1|32|72,2,5
1|32|73,4,4
1|32|74,,4
1|32|75,3,3
1|32|76,3,5
1|32|77,4,4
1|32|78,3,3
1|32|79,2,4
1|32|8,1,4
1|32|80,4,5
1|32|81,4,7
1|32|82,2,4
1|32|83,2,7
1|32|84,,2
1|32|85,1,3
1|32|86,1,2
1|32|87,6,5
1|32|88,3,6
1|32|89,1,2
1|32|9,2,7
1|32|90,4,5
1|32|91,4,4
1|32|92,4,3
1|32|93,2,6
1|32|94,,2
1|32|95,2,2
1|32|96,2,2
1|32|97,2,3
1|32|98,1,5
1|32|99,1,5
1|33|1,5,7
1|33|10,5,12
1|33|100,10,4
1|33|101,3,5
1|33|102,7,8
1|33|103,8,10
1|33|104,9,3
1|33|105,8,6
1|33|106,9,7
1|33|107,7,4
1|33|108,7,3
1|33|109,2,3
1|33|11,25,31
1|33|110,4,5
1|33|111,2,8
1|33|112,2,4
1|33|113,5,10
1|33|114,6,7
1|33|115,3,3
1|33|116,7,3
1|33|117,3,6
1|33|118,1,5
1|33|119,3,6
1|33|12,12,22
1|33|120,7,7
1|33|121,5,6
1|33|122,3,4
1|33|123,2,7
1|33|124,2,2
1|33|125,3,3
1|33|126,7,5
1|33|127,10,14
1|33|128,9,8
1|33|129,8,8
1|33|13,21,13
1|33|130,1,6
1|33|131,16,12
1|33|132,6,7
1|33|133,8,6
1|33|134,12,
1|33|135,14,13
1|33|136,6,6
1|33|137,2,4
1|33|138,8,4
1|33|139,17,7
1|33|14,8,9
1|33|140,9,7
1|33|141,8,5
1|33|142,6,8
1|33|143,7,7
1|33|144,6,6
1|33|145,8,9
1|33|146,5,5
1|33|147,4,4
1|33|148,4,7
1|33|149,3,6
1|33|15,10,11
1|33|150,4,7
1|33|151,5,9
1|33|152,4,6
1|33|153,2,5
1|33|154,5,7
1|33|155,2,9
1|33|156,1,8
1|33|157,6,11
1|33|158,4,7
1|33|159,3,4
1|33|16,5,11
1|33|160,6,4
1|33|161,10,2
1|33|162,1,4
1|33|163,,9
1|33|164,3,2
1|33|165,9,4
1|33|166,4,5
1|33|167,8,6
1|33|168,6,7
1|33|169,4,7
1|33|17,9,10
1|33|170,5,5
1|33|171,4,5
1|33|172,6,5
1|33|173,,3
1|33|174,3,
1|33|175,2,4
1|33|176,4,2
1|33|177,5,3
1|33|178,3,3
1|33|179,5,6
1|33|18,9,14
1|33|180,5,10
1|33|181,6,5
1|33|182,2,5
1|33|183,4,11
1|33|184,4,6
1|33|185,7,9
1|33|186,2,6
1|33|187,5,3
1|33|188,6,11
1|33|189,6,7
1|33|19,7,10
1|33|190,9,6
1|33|191,6,10
1|33|192,2,5
1|33|193,8,10
1|33|194,5,10
1|33|195,8,7
1|33|196,9,10
1|33|197,5,6
1|33|198,16,9
1|33|199,8,11
1|33|2,6,7
1|33|20,10,16
1|33|200,18,10
1|33|201,6,9
1|33|202,11,12
1|33|203,7,11
1|33|204,8,11
1|33|205,12,14
1|33|206,10,7
1|33|207,11,6
1|33|208,8,11
1|33|209,6,8
1|33|21,10,10
1|33|210,10,11
1|33|211,11,9
1|33|212,3,6
1|33|213,7,6
1|33|214,8,4
1|33|215,10,7
1|33|216,1,10
1|33|217,6,7
1|33|218,10,4
1|33|219,10,5
1|33|22,5,13
1|33|220,4,4
1|33|221,11,7
1|33|222,4,4
1|33|223,8,6
1|33|224,10,9
1|33|225,8,11
1|33|226,8,7
1|33|227,2,6
1|33|228,9,8
1|33|229,11,8
1|33|23,14,14
1|33|230,7,8
1|33|231,2,4
1|33|232,8,5
1|33|233,4,9
1|33|234,6,7
1|33|24,12,10
1|33|25,11,15
1|33|26,5,18
1|33|27,4,7
1|33|28,9,6
1|33|29,3,7
1|33|3,6,9
1|33|30,8,6
1|33|31,7,13
1|33|32,9,9
1|33|33,8,5
1|33|34,5,6
1|33|35,4,4
1|33|36,8,7
1|33|37,7,8
1|33|38,1,5
1|33|39,4,10
1|33|4,15,12
1|33|40,7,8
1|33|41,7,6
1|33|42,5,3
1|33|43,7,12
1|33|44,4,11
1|33|45,6,4
1|33|46,6,6
1|33|47,2,5
1|33|48,5,4
1|33|49,6,5
1|33|5,1,7
1|33|50,6,7
1|33|51,4,3
1|33|52,6,5
1|33|53,6,8
1|33|54,2,8
1|33|55,5,10
1|33|56,3,4
1|33|57,6,6
1|33|58,9,9
1|33|59,7,3
1|33|6,12,13
1|33|60,7,5
1|33|61,4,6
1|33|62,5,6
1|33|63,11,12
1|33|64,8,10
1|33|65,8,11
1|33|66,8,8
1|33|67,5,12
1|33|68,5,9
1|33|69,4,5
1|33|7,7,6
1|33|70,6,8
1|33|71,4,6
1|33|72,4,4
1|33|73,4,3
1|33|74,7,16
1|33|75,4,10
1|33|76,2,9
1|33|77,6,16
1|33|78,4,11
1|33|79,4,8
1|33|8,8,16
1|33|80,4,5
1|33|81,4,7
1|33|82,7,6
1|33|83,2,7
1|33|84,3,11
1|33|85,10,14
1|33|86,5,7
1|33|87,9,8
1|33|88,7,11
1|33|89,9,11
1|33|9,6,6
1|33|90,7,10
1|33|91,8,8
1|33|92,3,5
1|33|93,3,4
1|33|94,11,7
1|33|95,10,12
1|33|96,8,16
1|33|97,6,15
1|33|98,7,3
1|33|99,7,5
1|34|1,4,3
1|34|10,4,4
1|34|11,3,6
1|34|12,6,6
1|34|13,2,3
1|34|14,3,4
1|34|15,5,4
1|34|16,4,6
1|34|17,4,5
1|34|18,1,3
1|34|19,2,5
1|34|2,1,5
1|34|20,1,3
1|34|21,1,1
1|34|22,3,4
1|34|23,1,2
1|34|24,5,4
1|34|25,2,5
1|34|26,,3
1|34|27,1,2
1|34|28,2,3
1|34|29,,5
1|34|3,2,4
1|34|30,7,8
1|34|4,3,5
1|34|5,3,4
1|34|6,5,10
1|34|7,1,3
1|34|8,,3
1|34|9,3,2
1|36|1,1,4.5
1|36|10,4,4
1|36|100,4,7
1|36|101,4,5.5
1|36|102,5,7.5
1|36|103,3,5
1|36|104,4,6
1|36|105,7,8
1|36|106,6,9
1|36|107,8,6.5
1|36|108,11,6
1|36|109,4,6.5
1|36|11,3,3
1|36|110,6,6.5
1|36|111,8,11.5
1|36|112,4,12
1|36|113,3,7.5
1|36|114,2,6.5
1|36|115,5,5.5
1|36|116,2,3.5
1|36|117,7,6.5
1|36|118,5,7
1|36|119,3,6.5
1|36|12,,3.5
1|36|13,1,4
1|36|14,1,2.5
1|36|15,6,3
1|36|16,1,3.5
1|36|17,2,11.5
1|36|18,1,5.5
1|36|19,,5.5
1|36|2,3,5.5
1|36|20,4,5
1|36|21,1,5
1|36|22,1,4
1|36|23,7,12
1|36|24,4,4
1|36|25,3,5
1|36|26,9,8
1|36|27,5,6
1|36|28,2,4.5
1|36|29,8,3.5
1|36|3,4,10
1|36|30,5,4.5
1|36|31,4,2
1|36|32,7,6
1|36|33,3,5.5
1|36|34,5,3.5
1|36|35,1,2.5
1|36|36,3,2.5
1|36|37,,2.5
1|36|38,7,5.5
1|36|39,13,6
1|36|4,6,8.5
1|36|40,4,9
1|36|41,4,6
1|36|42,3,6
1|36|43,4,7.5
1|36|44,8,14.5
1|36|45,6,10
1|36|46,6,13
1|36|47,10,14
1|36|48,4,12
1|36|49,11,15.5
1|36|5,4,2.5
1|36|50,8,8.5
1|36|51,9,10.5
1|36|52,9,12.5
1|36|53,3,4.5
1|36|54,7,4
1|36|55,3,4.5
1|36|56,9,4
1|36|57,9,9
1|36|58,5,7
1|36|59,5,13.5
1|36|6,5,3
1|36|60,8,13.5
1|36|61,4,7
1|36|62,5,4.5
1|36|63,12,10.5
1|36|64,4,4.5
1|36|65,11,8
1|36|66,4,6.5
1|36|67,6,10
1|36|68,5,9
1|36|69,4,2.5
1|36|7,10,4.5
1|36|70,8,13
1|36|71,1,6
1|36|72,4,4
1|36|73,3,3.5
1|36|74,8,8
1|36|75,3,3.5
1|36|76,7,6.5
1|36|77,8,6.5
1|36|78,3,6
1|36|79,7,8
1|36|8,3,2
1|36|80,10,6.5
1|36|81,5,8
1|36|82,2,3
1|36|83,1,5
1|36|84,3,7.5
1|36|85,6,6
1|36|86,2,3.5
1|36|87,11,6
1|36|88,6,11
1|36|89,7,6
1|36|9,2,2
1|36|90,6,9.5
1|36|91,9,11.5
1|36|92,5,10
1|36|93,6,10.5
1|36|94,3,4
1|36|95,8,3.5
1|36|96,6,8
1|36|97,10,7
1|36|98,5,7.5
1|36|99,2,4
1|3|1,5,3
1|3|10,1,4
1|3|100,4,3
1|3|101,5,6
1|3|102,4,4
1|3|103,5,2
1|3|104,,4
1|3|105,5,5
1|3|106,7,6
1|3|107,3,2
1|3|108,3,2
1|3|109,5,3
1|3|11,3,6
1|3|110,10,4
1|3|111,5,5
1|3|112,5,3
1|3|113,4,3
1|3|114,4,11
1|3|115,4,2
1|3|116,2,4
1|3|117,7,6
1|3|12,2,4
1|3|13,7,6
1|3|14,2,2
1|3|15,5,6
1|3|16,2,2
1|3|17,4,4
1|3|18,3,6
1|3|19,4,6
1|3|2,3,8
1|3|20,,2
1|3|21,1,1
1|3|22,4,2
1|3|23,2,4
1|3|24,1,2
1|3|25,5,1
1|3|26,2,1
1|3|27,1,3
1|3|28,4,4
1|3|29,5,2
1|3|3,4,3
1|3|30,5,2
1|3|31,2,3
1|3|32,2,2
1|3|33,6,5
1|3|34,1,2
1|3|35,3,2
1|3|36,3,3
1|3|37,2,1
1|3|38,5,1
1|3|39,2,2
1|3|4,2,2
1|3|40,1,4
1|3|41,1,1
1|3|42,1,1
1|3|43,2,3
1|3|44,5,2
1|3|45,,4
1|3|46,4,2
1|3|47,4,4
1|3|48,2,5
1|3|49,2,3
1|3|5,1,3
1|3|50,4,2
1|3|51,2,2
1|3|52,4,3
1|3|53,4,5
1|3|54,1,3
1|3|55,7,1
1|3|56,4,5
1|3|57,5,3
1|3|58,4,1
1|3|59,3,4
1|3|6,1,4
1|3|60,7,2
1|3|61,8,3
1|3|62,9,5
1|3|63,5,1
1|3|64,2,5
1|3|65,4,5
1|3|66,3,5
1|3|67,2,5
1|3|68,1,2
1|3|69,1,2
1|3|7,3,8
1|3|70,3,4
1|3|71,2,5
1|3|72,4,2
1|3|73,3,6
1|3|74,3,3
1|3|75,1,8
1|3|76,6,6
1|3|77,1,5
1|3|78,7,8
1|3|79,12,5
1|3|8,3,3
1|3|80,6,9
1|3|81,9,7
1|3|82,1,2
1|3|83,4,1
1|3|84,5,2
1|3|85,6,3
1|3|86,3,5
1|3|87,8,4
1|3|88,4,3
1|3|89,4,3
1|3|9,1,2
1|3|90,9,11
1|3|91,,3
1|3|92,5,3
1|3|93,1,3
1|3|94,4,4
1|3|95,2,2
1|3|96,,2
1|3|97,2,1
1|3|98,1,2
1|3|99,6,3
1|5|1,1,2
1|5|10,4,5
1|5|11,2,2
1|5|12,2,5
1|5|13,4,6
1|5|14,7,4
1|5|15,1,2
1|5|16,8,7
1|5|17,12,7
1|5|18,3,14
1|5|19,9,11
1|5|2,1,4
1|5|20,2,3
1|5|21,3,6
1|5|22,5,7
1|5|23,7,4
1|5|24,9,6
1|5|25,8,5
1|5|26,9,8
1|5|27,3,5
1|5|28,,3
1|5|29,2,4
1|5|3,3,4
1|5|30,5,7
1|5|31,7,3
1|5|32,2,9
1|5|33,3,3
1|5|34,4,6
1|5|35,6,5
1|5|36,6,5
1|5|37,3,4
1|5|38,3,3
1|5|39,5,7
1|5|4,2,4
1|5|40,4,4
1|5|41,2,7
1|5|42,5,4
1|5|43,1,3
1|5|44,1,6
1|5|45,1,3
1|5|46,4,5
1|5|47,2,2
1|5|48,4,5
1|5|49,1,5
1|5|5,5,3
1|5|50,2,2
1|5|51,1,4
1|5|52,4,5
1|5|53,1,1
1|5|54,,4
1|5|55,6,1
1|5|56,5,5
1|5|57,5,6
1|5|58,1,3
1|5|59,4,3
1|5|6,5,5
1|5|60,4,5
1|5|61,6,5
1|5|62,6,5
1|5|63,4,5
1|5|64,2,2
1|5|65,2,5
1|5|66,4,6
1|5|67,2,4
1|5|68,2,5
1|5|69,2,4
1|5|7,2,4
1|5|70,5,4
1|5|8,4,7
1|5|9,1,4
1|6|1,4,4
1|6|10,9,4
1|6|11,5,4.5
1|6|12,3,1
1|6|13,7,5.5
1|6|14,4,5
1|6|15,3,4
1|6|16,6,8
1|6|17,3,7
1|6|18,12,9.5
1|6|19,6,6.5
1|6|2,3,7.5
1|6|20,6,6.5
1|6|21,5,4
1|6|22,6,6
1|6|23,6,11
1|6|24,6,9
1|6|25,4,4.5
1|6|26,1,1
1|6|27,4,5
1|6|28,2,3
1|6|29,4,6
1|6|3,4,3
1|6|30,1,3
1|6|31,1,7.5
1|6|32,5,6.5
1|6|33,3,7.5
1|6|34,2,5
1|6|35,6,4
1|6|36,7,8
1|6|37,6,4.5
1|6|38,2,5
1|6|39,5,10.5
1|6|4,5,4
1|6|40,7,13
1|6|41,5,7
1|6|42,1,2.5
1|6|43,4,5.5
1|6|44,5,5
1|6|45,10,10.5
1|6|46,2,7.5
1|6|47,4,7.5
1|6|48,2,4
1|6|49,3,13.5
1|6|5,3,6.5
1|6|50,7,11.5
1|6|51,9,7
1|6|52,8,11.5
1|6|53,13,9
1|6|54,12,10
1|6|55,7,5.5
1|6|56,9,9
1|6|57,15,13
1|6|58,10,10.5
